taxon_name,source,name,establishment_means
Solenogyne bellioides,Mesaglio2022,original,native
Solenogyne bellioides ,Price1979,original,native
Solenogyne dominii,Mesaglio2022,original,native
Soliva anthemifolia,Price1979,original,non-native
Soliva sessilis,Mesaglio2022,original,non-native
Soliva sessilis,Price1979,original,non-native
Sonchus asper,Mesaglio2022,original,non-native
Sonchus asper,Price1979,original,non-native
Sonchus oleraceus,RawlingsNeff1990,original,non-native
Sonchus oleraceus,Mesaglio2022,original,non-native
Sonchus oleraceus,Price1979,original,non-native
Sorghum halepense,RawlingsNeff1990,original,non-native
Sorghum halepense,Mesaglio2022,original,non-native
Sorghum halepense,Price1979,original,non-native
Sorghum leiocladum,Price1979,original,non-native
Sparaxis sp.,RawlingsNeff1990,original,non-native
Sparaxis sp.,Price1979,original,non-native
Spergularia levis,Mesaglio2022,original,non-native
Spergularia rubra,Price1979,original,non-native
Sphaeromorphaea australis,GibsonBell1992,original,native
Spiraea cantoniensis,Price1979,original,non-native
Sporobolus africanus,RawlingsNeff1990,original,non-native
Sporobolus africanus,Mesaglio2022,original,non-native
Sporobolus africanus,Price1979,original,non-native
Sporobolus creber,Mesaglio2022,original,native
Sporobolus elongatus,Price1988,original,native
Sporobolus elongatus,Price1979,original,native
Stachys arvensis,RawlingsNeff1990,original,non-native
Stachys arvensis,Mesaglio2022,original,non-native
Stachys arvensis,Price1979,original,non-native
Stackhousia muricata,Price1988,amended,native
Stackhousia muricata,Mesaglio2022,original,native
Stackhousia muricata,Price1979,amended,native
Stellaria media,Mesaglio2022,original,non-native
Stellaria media,Price1979,original,non-native
Stenotaphrum secundatum,RawlingsNeff1990,original,non-native
Stenotaphrum secundatum,Mesaglio2022,original,non-native
Stenotaphrum secundatum,Price1979,original,non-native
Syagrus romanzoffiana,Mesaglio2022,original,non-native
Symphyotrichum subulatum,RawlingsNeff1990,original,non-native
Symphyotrichum subulatum,Mesaglio2022,original,non-native
Symphyotrichum subulatum,Price1979,original,non-native
Syncarpia glomulifera,Price1979,original,native
Syzygium floribundum,Mesaglio2022,original,non-native
Syzygium oleosum,Mesaglio2022,original,non-native
Taraxacum officinale,RawlingsNeff1990,original,non-native
Taraxacum officinale,Mesaglio2022,original,non-native
Tecoma stans,Mesaglio2022,original,non-native
Tetragonia tetragonoides,Mesaglio2022,original,native
Thelymitra pauciflora,Price1988,original,native
Thelymitra pauciflora,Price1979,original,native
Themeda triandra,Price1988,original,native
Themeda triandra,Mesaglio2022,original,native
Themeda triandra,Price1979,original,native
Thysanotus tuberosus,Price1988,original,native
Thysanotus tuberosus,Mesaglio2022,original,native
Thysanotus tuberosus,Price1979,original,native
Tradescantia fluminensis,RawlingsNeff1990,original,non-native
Tradescantia fluminensis,Mesaglio2022,original,non-native
Tradescantia fluminensis,Price1979,original,non-native
Tragopogon porrifolius,Price1979,original,non-native
Tricoryne elatior,Price1988,original,native
Tricoryne simplex,Price1988,original,native
Trifolium arvense,RawlingsNeff1990,original,non-native
Trifolium arvense,Price1979,original,non-native
Trifolium campestre,Mesaglio2022,original,non-native
Trifolium campestre,Price1979,original,non-native
Trifolium dubium,Mesaglio2022,original,non-native
Trifolium dubium,Price1979,original,non-native
Trifolium glomeratum,Mesaglio2022,original,non-native
Trifolium glomeratum,Price1979,original,non-native
Trifolium pratense,Price1979,original,non-native
Trifolium repens,RawlingsNeff1990,original,non-native
Trifolium repens,Mesaglio2022,original,non-native
Trifolium repens,Price1979,original,non-native
Trifolium sp.,RawlingsNeff1990,original,non-native
Triglochin striata,GibsonBell1992,original,native
Triglochin striata,Mesaglio2022,original,native
Triptilodiscus pygmaeus,Price1988,original,native
Triptilodiscus pygmaeus,Mesaglio2022,original,native
Triptilodiscus pygmaeus,Price1979,original,native
Triticum aestivum,Price1979,original,non-native
Tropaeolum majus,RawlingsNeff1990,original,non-native
Tropaeolum majus,Mesaglio2022,original,non-native
Tropaeolum majus,Price1979,original,non-native
Typha domingensis,Price1988,original,native
Typha orientalis,Price1988,original,native
Typha orientalis,Mesaglio2022,original,native
Typha orientalis,Price1979,original,native
Ulmus parvifolia,Mesaglio2022,original,non-native
Urochloa foliosa,Price1979,original,native
Urochloa foliosa ,Price1988,original,native
Urospermum picroides,Mesaglio2022,original,non-native
Verbascum virgatum,Mesaglio2022,original,non-native
Verbena bonariensis,RawlingsNeff1990,original,non-native
Verbena bonariensis,Mesaglio2022,original,non-native
Verbena bonariensis,Price1979,original,non-native
Verbena officinalis,Price1979,original,non-native
Verbena quadrangularis,Mesaglio2022,original,non-native
Veronica anagallis-aquatica,Mesaglio2022,original,non-native
Veronica arvensis,Mesaglio2022,original,non-native
Veronica calycina,Price1988,original,native
Veronica persica,Mesaglio2022,original,non-native
Veronica persica,Price1979,original,non-native
Veronica plebeia,Price1988,original,native
Veronica plebeia,Mesaglio2022,original,native
Vicia hirsuta,Mesaglio2022,original,non-native
Vicia hirsuta,Price1979,original,non-native
Vicia sativa,Mesaglio2022,original,non-native
Vicia sativa,Price1979,original,non-native
Vicia tetrasperma,Mesaglio2022,original,non-native
Vicia tetrasperma,Price1979,original,non-native
Vinca sp.,RawlingsNeff1990,original,non-native
Vincetoxicum barbatum,Price1988,original,native
Vincetoxicum barbatum,Mesaglio2022,original,native
Vincetoxicum barbatum,Price1979,original,native
Vincetoxicum woollsii,Mesaglio2022,original,native
Viola betonicifolia,Price1988,original,native
Viola betonicifolia,Price1979,original,native
Vittadinia cuneata,Price1988,original,native
Vittadinia cuneata,Mesaglio2022,original,native
Vittadinia muelleri,Price1988,original,native
Vittadinia muelleri,Price1979,original,native
Vittadinia sulcata,Mesaglio2022,original,native
Vulpia bromoides,RawlingsNeff1990,original,non-native
Vulpia bromoides,Mesaglio2022,original,non-native
Vulpia bromoides,Price1979,original,non-native
Vulpia muralis,Mesaglio2022,original,non-native
Vulpia myuros,Price1979,original,non-native
Vulpia myuros ,RawlingsNeff1990,original,non-native
Wahlenbergia capillaris,Price1988,original,native
Wahlenbergia capillaris,Price1979,original,native
Wahlenbergia gracilis,Price1988,original,native
Wahlenbergia gracilis,Mesaglio2022,original,native
Wahlenbergia gracilis,Price1979,original,native
Wahlenbergia stricta,Price1988,original,native
Wahlenbergia stricta,Price1979,original,native
Watsonia meriana,Mesaglio2022,original,non-native
Watsonia meriana ,RawlingsNeff1990,original,non-native
Watsonia meriana ,Price1979,original,non-native
Xanthorrhoea minor,Price1988,amended,native
Xanthorrhoea minor,Mesaglio2022,original,native
Xanthorrhoea minor,Price1979,amended,native
Zantedeschia aethiopica,RawlingsNeff1990,original,non-native
Zantedeschia aethiopica,Price1979,original,non-native
Zieria smithii,Price1988,original,native
Zieria smithii,Mesaglio2022,original,native
Zieria smithii,Price1979,original,native
Zornia dyctiocarpa,Price1988,original,native
Zornia dyctiocarpa,Mesaglio2022,original,native
Zornia dyctiocarpa,Price1979,original,native
