taxon_name,growth_habit
Rumex brownii,herb
Rumex brownii,herb
Rumex brownii,herb
Rumex brownii,herb
Rumex brownii,herb
Rumex brownii,herb
Rumex brownii,herb
Rumex brownii,herb
Rytidosperma fulvum,herb
Rytidosperma fulvum,herb
Rytidosperma fulvum,graminoid herb
Rytidosperma fulvum,graminoid herb
Rytidosperma fulvum,herb
Rytidosperma fulvum,tussock
Rytidosperma fulvum,tussock
Rytidosperma fulvum,tussock
Rytidosperma fulvum,tussock
Rytidosperma setaceum,herb
Rytidosperma setaceum,graminoid
Rytidosperma setaceum,graminoid herb
Rytidosperma setaceum,herb
Rytidosperma setaceum,graminoid herb
Rytidosperma setaceum,graminoid herb
Rytidosperma setaceum,herb
Rytidosperma setaceum,graminoid
Rytidosperma setaceum,herb
Rytidosperma setaceum,tussock
Rytidosperma setaceum,graminoid
Rytidosperma setaceum,tussock
Rytidosperma setaceum,tussock
Rytidosperma setaceum,tussock
Rytidosperma setaceum,tussock
Rytidosperma setaceum,tussock
Rytidosperma tenuius,herb
Rytidosperma tenuius,graminoid
Rytidosperma tenuius,graminoid herb
Rytidosperma tenuius,herb
Rytidosperma tenuius,graminoid herb
Rytidosperma tenuius,graminoid herb
Rytidosperma tenuius,herb
Rytidosperma tenuius,tussock
Rytidosperma tenuius,tussock
Rytidosperma tenuius,tussock
Rytidosperma tenuius,tussock
Sarcopetalum harveyanum,climber_herbaceous
Sarcopetalum harveyanum,climber
Sarcopetalum harveyanum,climber_herbaceous
Sarcopetalum harveyanum,climber
Sarcopetalum harveyanum,climber_herbaceous
Sarcopetalum harveyanum,climber
Sarcopetalum harveyanum,climber_herbaceous
Sarcopetalum harveyanum,climber
Sarcopetalum harveyanum,climber_woody
Sarcopetalum harveyanum,climber climber_herbaceous
Sarcopetalum harveyanum,climber
Sarcopetalum harveyanum,climber_woody
Sarcopetalum harveyanum,climber_woody
Sarcopetalum harveyanum,climber_woody
Sarcopetalum harveyanum,climber_woody
Scaevola albida,herb
Scaevola albida,herb
Scaevola albida,subshrub
Scaevola albida,subshrub
Scaevola albida,herb
Scaevola albida,herb
Scaevola albida,herb
Scaevola albida,herb
Scaevola albida,subshrub
Scaevola albida,subshrub
Scaevola albida,herb
Scaevola albida,herb
Scaevola albida,herb
Scaevola albida,herb
Scaevola albida,herb
Scaevola albida,herb
Schoenus apogon,herb
Schoenus apogon,graminoid
Schoenus apogon,graminoid herb
Schoenus apogon,herb
Schoenus apogon,graminoid herb
Schoenus apogon,graminoid herb
Schoenus apogon,herb
Schoenus apogon,graminoid
Schoenus apogon,tussock
Schoenus apogon,tussock
Schoenus apogon,herb
Senecio hispidulus,herb
Senecio hispidulus,herb
Senecio hispidulus,herb
Senecio hispidulus,herb
Senecio hispidulus,herb
Senecio hispidulus,herb subshrub
Senecio hispidulus,shrub
Senecio hispidulus,shrub
Senecio hispidulus,shrub
Senecio hispidulus,shrub
Senecio hispidulus,herb
Senecio hispidulus,herb
Senecio hispidulus,herb
Senecio hispidulus,herb
Senecio hispidulus,herb
Senecio hispidulus,herb
Solenogyne bellioides,herb
Solenogyne bellioides,herb
Solenogyne bellioides,herb
Solenogyne bellioides,herb
Solenogyne bellioides,herb
Stackhousia muricata,herb
Stackhousia muricata,herb
Stackhousia muricata,herb
Stackhousia muricata,herb
Stackhousia muricata,herb
Stackhousia muricata,herb
Stackhousia muricata,herb
Stackhousia muricata,herb
Stackhousia muricata,herb
Themeda triandra,tussock
Themeda triandra,graminoid
Themeda triandra,tussock
Themeda triandra,herb
Themeda triandra,graminoid herb
Themeda triandra,herb
Themeda triandra,graminoid herb
Themeda triandra,graminoid herb
Themeda triandra,graminoid
Themeda triandra,herb
Themeda triandra,graminoid
Themeda triandra,graminoid herb
Themeda triandra,tussock
Themeda triandra,graminoid
Themeda triandra,tussock
Themeda triandra,tussock
Thysanotus tuberosus,herb
Thysanotus tuberosus,herb
Thysanotus tuberosus,tussock
Thysanotus tuberosus,graminoid
Thysanotus tuberosus,herb
Thysanotus tuberosus,herb
Thysanotus tuberosus,herb
Thysanotus tuberosus,herb
Thysanotus tuberosus,herb
Thysanotus tuberosus,herb
Thysanotus tuberosus,herb
Triglochin striata,herb
Triglochin striata,herb
Triglochin striata,herb
Triglochin striata,herb
Triglochin striata,herb
Triglochin striata,herb
Triglochin striata,herb
Triglochin striata,herb
Triglochin striata,herb
Triglochin striata,herb
Triglochin striata,herb
Triglochin striata,herb
Triglochin striata,herb
Triglochin striata,herb
Triptilodiscus pygmaeus,herb
Triptilodiscus pygmaeus,herb
Triptilodiscus pygmaeus,herb
Triptilodiscus pygmaeus,herb
Triptilodiscus pygmaeus,herb
Triptilodiscus pygmaeus,herb
Triptilodiscus pygmaeus,herb
Triptilodiscus pygmaeus,herb
Triptilodiscus pygmaeus,herb
Triptilodiscus pygmaeus,herb
Triptilodiscus pygmaeus,herb
Triptilodiscus pygmaeus,herb
Triptilodiscus pygmaeus,herb
Typha orientalis,herb
Typha orientalis,graminoid
Typha orientalis,herb
Typha orientalis,herb
Typha orientalis,herb
Typha orientalis,herb
Typha orientalis,herb
Typha orientalis,graminoid
Typha orientalis,herb
Typha orientalis,tussock
Typha orientalis,tussock
Typha orientalis,herb
Veronica plebeia,herb
Veronica plebeia,herb
Veronica plebeia,herb
Veronica plebeia,herb
Veronica plebeia,herb
Veronica plebeia,shrub
Veronica plebeia,herb
Veronica plebeia,herb
Veronica plebeia,herb
Veronica plebeia,herb
Veronica plebeia,herb
Veronica plebeia,herb
Veronica plebeia,herb
Vincetoxicum barbatum,climber_herbaceous
Vincetoxicum barbatum,climber_herbaceous
Vincetoxicum barbatum,climber
Vincetoxicum barbatum,climber_herbaceous
Vincetoxicum barbatum,climber
Vincetoxicum barbatum,climber_herbaceous
Vincetoxicum barbatum,climber
Vincetoxicum barbatum,climber_woody
Vincetoxicum barbatum,climber_herbaceous
Vincetoxicum barbatum,climber
Vittadinia cuneata,herb
Vittadinia cuneata,herb
Vittadinia cuneata,herb
Vittadinia cuneata,herb
Vittadinia cuneata,herb
Vittadinia cuneata,herb
Vittadinia cuneata,herb subshrub
Vittadinia cuneata,herb
Vittadinia cuneata,herb
Vittadinia cuneata,herb
Vittadinia cuneata,herb
Vittadinia cuneata,herb
Vittadinia cuneata,herb
Vittadinia cuneata,herb subshrub
Vittadinia cuneata,herb
Vittadinia cuneata,herb
Wahlenbergia gracilis,herb
Wahlenbergia gracilis,herb
Wahlenbergia gracilis,herb
Wahlenbergia gracilis,herb
Wahlenbergia gracilis,herb
Wahlenbergia gracilis,herb
Wahlenbergia gracilis,herb
Wahlenbergia gracilis,herb
Wahlenbergia gracilis,herb
Xanthorrhoea minor,shrub
Xanthorrhoea minor,herb
Xanthorrhoea minor,shrub
Xanthorrhoea minor,herb
Xanthorrhoea minor,herb
Xanthorrhoea minor,shrub
Xanthorrhoea minor,basal_large
Xanthorrhoea minor,herb
Zieria smithii,shrub
Zieria smithii,shrub
Zieria smithii,shrub
Zieria smithii,shrub
Zieria smithii,shrub
Zieria smithii,shrub
Zieria smithii,shrub
Zieria smithii,shrub
Zieria smithii,shrub
Zieria smithii,shrub
Zieria smithii,shrub
Zieria smithii,shrub
Zieria smithii,shrub
Zieria smithii,shrub
Zieria smithii,shrub
Zieria smithii,shrub
Zieria smithii,shrub
Zornia dyctiocarpa,herb
Zornia dyctiocarpa,herb
Zornia dyctiocarpa,herb
Zornia dyctiocarpa,herb
